date,equity,ret,roll_vol_daily,roll_vol_ann,vt_multiplier,drawdown,throttle,risk_multiplier,equity_scaled
2019-04-18,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-04-19,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-04-22,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-04-23,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-04-24,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-04-25,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-04-26,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-04-29,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-04-30,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-01,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-02,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-03,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-06,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-07,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-08,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-09,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-10,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-13,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-14,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-15,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-16,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-17,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-20,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-21,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-22,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-23,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-24,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-27,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-28,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-29,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-30,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-05-31,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-03,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-04,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-05,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-06,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-07,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-10,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-11,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-12,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-13,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-14,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-17,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-18,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-19,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-20,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-21,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-24,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-25,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-26,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-27,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-06-28,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-01,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-02,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-03,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-04,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-05,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-08,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-09,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-10,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-11,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-12,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-15,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-16,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-17,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-18,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-19,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-22,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-23,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-24,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-25,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-26,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-29,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-30,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-07-31,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-01,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-02,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-05,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-06,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-07,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-08,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-09,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-12,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-13,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-14,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-15,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-16,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-19,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-20,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-21,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-22,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-23,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-26,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-27,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-28,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-29,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-08-30,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-02,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-03,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-04,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-05,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-06,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-09,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-10,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-11,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-12,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-13,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-16,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-17,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-18,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-19,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-20,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-23,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-24,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-25,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-26,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-27,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-09-30,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-01,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-02,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-03,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-04,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-07,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-08,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-09,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-10,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-11,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-14,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-15,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-16,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-17,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-18,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-21,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-22,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-23,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-24,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-25,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-28,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-29,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-30,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,1.0
2019-10-31,0.99975,-0.00024999999999997247,5.448623679425242e-05,0.0008649421946002145,1.5,0.00024999999999997247,1.0,1.5,0.999625
2019-11-01,0.9971113332809912,-0.0026393265506464703,0.0005749406162871891,0.009126899335956685,1.5,0.002888666719008781,1.0,1.5,0.995667494795215
2019-11-04,1.0042647208004514,0.007174111135535899,0.0016967387288416304,0.026934892298200865,1.5,0.0,1.0,1.5,1.0063820386877673
2019-11-05,1.005600133925263,0.001329742145822932,0.0017130161102548208,0.027193287717488746,1.5,0.0,1.0,1.5,1.0083893816052307
2019-11-06,1.00266222410559,-0.0029215487553736486,0.0018498306680827257,0.029365151491964156,1.5,0.0029215487553736486,1.0,1.5,1.0039702934910897
2019-11-07,0.9965803350253618,-0.006065740719067625,0.0022915552641715998,0.03637731206735385,1.5,0.008969568117193072,1.0,1.5,0.9948355582561449
2019-11-08,1.000065911656631,0.003497537036169396,0.0024271925540580784,0.03853048729263224,1.5,0.005503402477712083,1.0,1.5,1.0000547695709934
2019-11-11,1.0002517781185962,0.00018585421200612018,0.002427506638563878,0.038535473229590264,1.5,0.0053185710962367905,1.0,1.5,1.0003335661577357
2019-11-12,0.9935879113776802,-0.0066621893474163585,0.0028304438234361177,0.04493190274050469,1.5,0.011945327115952309,1.0,1.5,0.9903369487152571
2019-11-13,0.9890717121176652,-0.004545344411198582,0.002974629301443701,0.047220776245354916,1.5,0.016436375901304423,1.0,1.5,0.9835848149426876
2019-11-14,0.9906300975449476,0.0015756040822820783,0.0030086850306514173,0.04776139418655837,1.5,0.014886669039990363,1.0,1.5,0.9859094253172292
2019-11-15,0.9956134402812772,0.005030477822831836,0.0032386200296232056,0.051411499136493836,1.5,0.009931078275620009,1.0,1.5,0.9933488185662982
2019-11-18,1.0002393104653924,0.004646251242659272,0.00340789587822682,0.054098669926741345,1.5,0.005330969317739687,1.0,1.5,1.0002718408402849
2019-11-19,0.99924381818841,-0.0009952541022599792,0.003415050985236427,0.05421225372925019,1.5,0.006320917750917254,1.0,1.5,0.9987785538608277
2019-11-20,1.003194915340606,0.00395408716098844,0.003523900697436262,0.05594018934182049,1.5,0.002391824049653324,1.0,1.5,1.0047024400455653
2019-11-21,1.0023013399515126,-0.0008907295834826856,0.0035313344699061332,0.0560581968213704,1.5,0.0032804231646964555,1.0,1.5,1.0033600627666466
2019-11-22,0.9981433592857796,-0.0041484337095011314,0.0036521286657209997,0.05797574523304746,1.5,0.007415248256159801,1.0,1.5,0.9971165037059241
2019-11-25,1.0010337770904014,0.0028957942541341097,0.0037096274421596783,0.05888851001193092,1.5,0.004540927035318831,1.0,1.5,1.001447670069125
2019-11-26,1.00584717193361,0.004808424004631551,0.0038511595335172875,0.06113526230953357,1.5,0.0,1.0,1.5,1.0086707475933392
2019-11-27,1.0138592883691966,0.007965540550443961,0.004196088006457826,0.06661083206656919,1.5,0.0,1.0,1.5,1.0207226592063412
2019-11-28,1.0100096611913123,-0.0037970034126495467,0.004305897175747919,0.06835399858826625,1.5,0.0037970034126495467,1.0,1.5,1.0149091280757785
2019-11-29,1.0079235419377732,-0.002065444850377407,0.004286617820507787,0.06804794831184789,1.5,0.0058546057618814595,1.0,1.5,1.0117647698275007
2019-12-02,1.0080007131338324,7.656453376503336e-05,0.004008168657940421,0.06362770489028323,1.5,0.005778489483277083,1.0,1.5,1.0118809677743232
2019-12-03,1.015046806050468,0.0069901665989200445,0.004269704670877285,0.0677794603849931,1.5,0.0,1.0,1.5,1.0224907925888518
2019-12-04,1.0139904871345955,-0.0010406603021417826,0.004214171596648802,0.06689790016130835,1.5,0.0010406603021417826,1.0,1.5,1.0208946942231227
2019-12-05,1.0106773982189488,-0.003267376723630866,0.004034113101629828,0.06403956016571975,1.5,0.004304636796524264,1.0,1.5,1.0158912228813484
2019-12-06,1.0046415156801445,-0.005972115879350759,0.004230195584378013,0.06715227308056662,1.5,0.010251044886107619,1.0,1.5,1.0067906927255543
2019-12-09,1.007815123421174,0.0031589454462082056,0.004277750735249906,0.06790718769716975,1.5,0.007124481931461202,1.0,1.5,1.0115612880366596
2019-12-10,1.004687205816136,-0.0031036621026482303,0.004048775119502594,0.0642723124837781,1.5,0.010206032049537739,1.0,1.5,1.0068519713853814
2019-12-11,1.0060771068209788,0.0013834166462922681,0.00387725807908243,0.0615495638764087,1.5,0.008836734597875484,1.0,1.5,1.0089413150517315
2019-12-12,1.0133878320997434,0.007266565583492035,0.004120513513890134,0.0654111241898051,1.5,0.0016343817258829274,1.0,1.5,1.0199386224053086
2019-12-13,1.023605318551288,0.010082503586384961,0.004489324911041399,0.07126582361509624,1.5,0.0,1.0,1.5,1.0353639246327497
